web-scraper-order,web-scraper-start-url,published,published-href,authors,date,journal,title
"1647205866-112","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Twitter - Begegnung mit altbekannten Lernsituationen.","https://www.alexandria.unisg.ch/213947/","Back, Andrea","null","null","Twitter - Begegnung mit altbekannten Lernsituationen"
"1647206210-273","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mobile Business : Management von mobiler IT in Unternehmen.","https://www.alexandria.unisg.ch/229147/","Sammer, Thomas; Back, Andrea & Walter, Thomas","null","null","Mobile Business : Management von mobiler IT in Unternehmen"
"1647205829-95","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen.","https://www.alexandria.unisg.ch/214073/","Back, Andrea","null","null","Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen"
"1647205947-150","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Employing Consumer IT in Operations: Will iPads Save Money, Increase Efficiency, and Raise User Satisfaction?","https://www.alexandria.unisg.ch/230900/","Sammer, Thomas; Back, Andrea & Brechbühl, Hans","null","null","Employing Consumer IT in Operations: Will iPads Save Money, Increase Efficiency, and Raise User Satisfaction?"
"1647205975-163","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Development Aspects and Supportive Factors in Knowledge Networks.","https://www.alexandria.unisg.ch/298/","Köhne, M.; Enkel, Ellen; Seufert, Andreas; Back, Andrea & Vonkrogh, Georg","null","null","Development Aspects and Supportive Factors in Knowledge Networks"
"1647206245-289","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Reifegradmodelle im Management von Enterprise 2.0.","https://www.alexandria.unisg.ch/69829/","Back, Andrea","null","null","Reifegradmodelle im Management von Enterprise 2.0"
"1647205670-26","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensmanagement und IT-Technologie - eine häufig missverstandene Beziehung.","https://www.alexandria.unisg.ch/213261/","Back, Andrea","null","null","Wissensmanagement und IT-Technologie - eine häufig missverstandene Beziehung"
"1647206412-367","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensinitiativen: Überall, aber wo genau?","https://www.alexandria.unisg.ch/65861/","Ammann Schoch, Regina; Back, Andrea; Kunert, Karsten & Tresch, Markus","null","io new management","Wissensinitiativen: Überall, aber wo genau?"
"1647206060-203","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Coworking aus Unternehmenssicht II: Out of Office – into the Flow?","https://www.alexandria.unisg.ch/256520/","Josef, Barbara; Sapegina, Anastasia; Back, Andrea & Weibel, Antoinette","January 2019","null","Coworking aus Unternehmenssicht II: Out of Office – into the Flow?"
"1647206337-332","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Prozesskostenrechnung.","https://www.alexandria.unisg.ch/66706/","Back, Andrea","null","Bilanzbuchhalter","Prozesskostenrechnung"
"1647206080-212","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Massenspeicher, magnetischer.","https://www.alexandria.unisg.ch/196940/","Müller, Jochen","null","null","Massenspeicher, magnetischer"
"1647205720-50","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Chief-Learning-Officer-Projektagenda 200x.","https://www.alexandria.unisg.ch/213110/","Back, Andrea","null","null","Chief-Learning-Officer-Projektagenda 200x"
"1647205800-88","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lerntagebuch als Weblog innovativ umgesetzt.","https://www.alexandria.unisg.ch/213680/","Back, Andrea","null","null","Lerntagebuch als Weblog innovativ umgesetzt"
"1647205664-23","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Knowledge Management und Knowledge Portale: Konzepte und Trends.","https://www.alexandria.unisg.ch/213116/","Back, Andrea","null","null","Knowledge Management und Knowledge Portale: Konzepte und Trends"
"1647206429-375","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The CC Model as Organizational Design Striving to Combine Relevance and Rigor.","https://www.alexandria.unisg.ch/213609/","Back, Andrea; Vonkrogh, Georg & Enkel, Ellen","null","Systemic Practice and Action Research","The CC Model as Organizational Design Striving to Combine Relevance and Rigor"
"1647206465-392","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Implementing a Classification Scheme for Enterprise 2.0.","https://www.alexandria.unisg.ch/217412/","Back, Andrea & Irmler, Peter","null","Information Technology : it","Implementing a Classification Scheme for Enterprise 2.0"
"1647206223-279","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Classification of IS Functionalities for Workplace E-Collaboration.","https://www.alexandria.unisg.ch/65971/","Mayrhofer, David & Back, Andrea","null","null","Classification of IS Functionalities for Workplace E-Collaboration"
"1647206388-356","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Computeranalphabet trotz PC-Führerschein?","https://www.alexandria.unisg.ch/197094/","Back, Andrea","null","IBM uptodate","Computeranalphabet trotz PC-Führerschein?"
"1647205723-51","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse.","https://www.alexandria.unisg.ch/66843/","Back, Andrea","null","null","E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse"
"1647206101-222","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Vom Kursprojekt zum Reengineering der Bildungsprozesse.","https://www.alexandria.unisg.ch/213737/","Back, Andrea","null","null","Vom Kursprojekt zum Reengineering der Bildungsprozesse"
"1647206277-304","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Adoption of Online Videos in Organizations : A Multi-Case Comparison.","https://www.alexandria.unisg.ch/223554/","Ruf, Christian & Back, Andrea","null","null","Adoption of Online Videos in Organizations : A Multi-Case Comparison"
"1647206461-390","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Nutzerpräferenzen für Funktionen mobiler Lernanwendungen in der betrieblichen Bildung.","https://www.alexandria.unisg.ch/219811/","Back, Andrea & Henestrosa, Alexandra","null","Zeitschrift für E-Learning : Lernkultur und Bildungstechnologie","Nutzerpräferenzen für Funktionen mobiler Lernanwendungen in der betrieblichen Bildung"
"1647206300-315","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context.","https://www.alexandria.unisg.ch/241392/","Silic, Mario & Back, Andrea","null","null","Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context"
"1647206292-311","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Adoption of Mobile Business Solutions and its Impact on Organizational Stakeholders.","https://www.alexandria.unisg.ch/232052/","Berghaus, Sabine & Back, Andrea","null","null","Adoption of Mobile Business Solutions and its Impact on Organizational Stakeholders"
"1647205626-5","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The Knowledge Creation Company: Strategisches Management & IKT.","https://www.alexandria.unisg.ch/213560/","Back, Andrea & Seufert, Andreas","null","null","The Knowledge Creation Company: Strategisches Management & IKT"
"1647205762-70","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Paving the Way to Corporate e-Learning Adoption and Sustainability.","https://www.alexandria.unisg.ch/66878/","Back, Andrea","null","null","Paving the Way to Corporate e-Learning Adoption and Sustainability"
"1647205955-154","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Computer Supported Cooperative Work im Fokus des Bankensektors.","https://www.alexandria.unisg.ch/214141/","Back, Andrea; Bauknecht, K.; Morger, O. & Tjoa, A.","null","null","Computer Supported Cooperative Work im Fokus des Bankensektors"
"1647206281-306","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Information Security and Open Source Dual Use Security Software: Trust Paradox.","https://www.alexandria.unisg.ch/224203/","Silic, Mario & Back, Andrea","null","null","Information Security and Open Source Dual Use Security Software: Trust Paradox"
"1647205708-44","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","eCollaboration.","https://www.alexandria.unisg.ch/66852/","Back, Andrea","null","null","eCollaboration"
"1647206069-207","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Telelernen.","https://www.alexandria.unisg.ch/214186/","Back, Andrea & Weiser, Christian","1997","null","Telelernen"
"1647206019-184","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Creating a Competency Model for Swissair and Sabena.","https://www.alexandria.unisg.ch/214289/","Keller, Miriam; Leithner, Barbara; Schnoering, Katharina; Bursian, Olaf; Bendel, Oliver & Back, Andrea","null","null","Creating a Competency Model for Swissair and Sabena"
"1647205691-36","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning strategisch! Balanced Scorecard: Strategieinstrument für E-Learning.","https://www.alexandria.unisg.ch/66848/","Back, Andrea","null","null","E-Learning strategisch! Balanced Scorecard: Strategieinstrument für E-Learning"
"1647206324-326","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work).","https://www.alexandria.unisg.ch/257355/","Back, Andrea & Schacker, Maximilian","null","null","Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work)"
"1647206335-331","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Umsetzung objektorientierter Konstrukte im internen Rechnungswesen.","https://www.alexandria.unisg.ch/213469/","Back, Andrea","null","HMD: Praxis der Wirtschaftsinformatik","Umsetzung objektorientierter Konstrukte im internen Rechnungswesen"
"1647205879-118","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0.","https://www.alexandria.unisg.ch/221827/","Back, Andrea","null","null","Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0"
"1647205710-45","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensmanagement.","https://www.alexandria.unisg.ch/213927/","Back, Andrea","null","null","Wissensmanagement"
"1647206099-221","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Workplace e-Collaboration in Practice: Practical Guidelines for Implementing e-Collaboration in Organizations.","https://www.alexandria.unisg.ch/213825/","Mayrhofer, David & Back, Andrea","null","null","Workplace e-Collaboration in Practice: Practical Guidelines for Implementing e-Collaboration in Organizations"
"1647206056-201","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Coworking aus Unternehmenssicht – Serendipity-Biotop oder Fluchtort?","https://www.alexandria.unisg.ch/250003/","Josef, Barbara & Back, Andrea","December 2016","null","Coworking aus Unternehmenssicht – Serendipity-Biotop oder Fluchtort?"
"1647206176-257","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enterprise 2.0 - Digitale Transformation durch soziale Technologien.","https://www.alexandria.unisg.ch/246905/","Back, Andrea","null","null","Enterprise 2.0 - Digitale Transformation durch soziale Technologien"
"1647206414-368","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Managerial aspects of corporate e-Learning: insights from a study of four cases.","https://www.alexandria.unisg.ch/213181/","Back, Andrea & Bursian, Olaf","null","Studies in Communications Sciences, Special Issue ""New Media in Education""","Managerial aspects of corporate e-Learning: insights from a study of four cases"
"1647206011-180","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Knowledge Network - Survey Findings (internal Paper).","https://www.alexandria.unisg.ch/213935/","Wicki, Yvonne; Enkel, Ellen; Seufert, Andreas; Back, Andrea & von Krogh, Georg","null","null","Knowledge Network - Survey Findings (internal Paper)"
"1647206187-262","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning: Weiterbildung im Internet.","https://www.alexandria.unisg.ch/213696/","Seufert, Sabine; Back, Andrea & Häusler, Martin","null","null","E-Learning: Weiterbildung im Internet"
"1647206380-352","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Measuring.","https://www.alexandria.unisg.ch/213909/","Back, Andrea; Seufert, Andreas & von Krogh, G.","null","Thexis-Sonderheft Management Szenarien 2005","Measuring"
"1647205983-167","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Strategic Deployment of Networks for Knowledge Management: When to choose the Network Option.","https://www.alexandria.unisg.ch/66959/","Vassiliadis, Stefanos; Koehne, Marija; Seufert, Andreas; von Krogh, G. & Back, Andrea","null","null","Strategic Deployment of Networks for Knowledge Management: When to choose the Network Option"
"1647206208-272","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien.","https://www.alexandria.unisg.ch/216026/","null","null","null","Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien"
"1647206221-278","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Towards a Framework for Knowledge Networks for Growth - Results of an Action Research Study.","https://www.alexandria.unisg.ch/280/","Enkel, Ellen; Back, Andrea & Vonkrogh, Georg","null","null","Towards a Framework for Knowledge Networks for Growth - Results of an Action Research Study"
"1647206174-256","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mobile Business.","https://www.alexandria.unisg.ch/246909/","Back, Andrea & Ruf, Christian","null","null","Mobile Business"
"1647206064-205","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Management Informationssysteme.","https://www.alexandria.unisg.ch/197075/","Back, Andrea","1996","null","Management Informationssysteme"
"1647205641-12","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Workshop Virtual Academia: Developments in new technology platforms.","https://www.alexandria.unisg.ch/66904/","Back, Andrea","null","null","Workshop Virtual Academia: Developments in new technology platforms"
"1647205885-121","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Arbeitsplatz der Zukunft, Innovationsvortrag.","https://www.alexandria.unisg.ch/214341/","Back, Andrea","null","null","Arbeitsplatz der Zukunft, Innovationsvortrag"
"1647205766-72","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter.","https://www.alexandria.unisg.ch/213727/","Back, Andrea","null","null","Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter"
"1647206399-361","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Computer Supported Cooperative Work (CSCW) - State-of-the-Art und zukünftige Herausforderungen.","https://www.alexandria.unisg.ch/213276/","Back, Andrea & Seufert, Andreas","null","HMD - Praxis der Wirtschaftsinformatik","Computer Supported Cooperative Work (CSCW) - State-of-the-Art und zukünftige Herausforderungen"
"1647206437-379","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","A Reference Model for E-Collaboration within the Dispersed Sales Force Training Process in Multinational Companies.","https://www.alexandria.unisg.ch/213624/","Heidecke, Florian & Back, Andrea","null","International Journal of e-Collaboration","A Reference Model for E-Collaboration within the Dispersed Sales Force Training Process in Multinational Companies"
"1647205631-7","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management.","https://www.alexandria.unisg.ch/66888/","Back, Andrea","null","null","Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management"
"1647206165-252","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Bestimmung des Enterprise-2.0-Entwicklungsstands mit einem Reifegradmodell.","https://www.alexandria.unisg.ch/216599/","Friedel, Dominik & Back, Andrea","null","null","Bestimmung des Enterprise-2.0-Entwicklungsstands mit einem Reifegradmodell"
"1647206116-229","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","A methodology for adapting Knowledge Networks - managerial guidelines.","https://www.alexandria.unisg.ch/256/","Enkel, Ellen; Gurgul, Grzegorz & Rumyantseva, Maria","null","null","A methodology for adapting Knowledge Networks - managerial guidelines"
"1647206309-319","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Stages in Digital Business Transformation: Results of an Empirical Maturity Study.","https://www.alexandria.unisg.ch/249286/","Berghaus, Sabine & Back, Andrea","null","null","Stages in Digital Business Transformation: Results of an Empirical Maturity Study"
"1647205945-149","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mobile Business 2013 : Der Einfluss von Second Generation Enterprise Mobility auf die Value Chain von Unternehmen.","https://www.alexandria.unisg.ch/232126/","Sammer, Thomas; Back, Andrea & Bessing, Stefan","null","null","Mobile Business 2013 : Der Einfluss von Second Generation Enterprise Mobility auf die Value Chain von Unternehmen"
"1647205970-161","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Dealing with Knowledge Assets.","https://www.alexandria.unisg.ch/66690/","Vassiliadis, Stefanos; Gysin, Karl; Seufert, Andreas; Back, Andrea & von Krogh, G.","null","null","Dealing with Knowledge Assets"
"1647205900-128","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry.","https://www.alexandria.unisg.ch/214345/","Back, Andrea & Haager, Christoph","null","null","Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry"
"1647206330-329","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","From Suppliers to Complementors: Motivational Factors for Joining Industrial Internet of Things Platform Ecosystems.","https://www.alexandria.unisg.ch/261271/","Marheine, Christian; Pauli, Tobias; Marx, Emanuel; Back, Andrea & Matzner, Martin","null","null","From Suppliers to Complementors: Motivational Factors for Joining Industrial Internet of Things Platform Ecosystems"
"1647206058-202","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Agile Innovation for Next Generation Mobile Business.","https://www.alexandria.unisg.ch/255092/","Guggisberg, Vanessa & Back, Andrea","December 2017","null","Agile Innovation for Next Generation Mobile Business"
"1647206397-360","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensmanagement - eine Bestandsaufnahme.","https://www.alexandria.unisg.ch/66718/","Back, Andrea; Seufert, Andreas & von Krogh, G.","null","SAP Info","Wissensmanagement - eine Bestandsaufnahme"
"1647206427-374","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.","https://www.alexandria.unisg.ch/213594/","Back, Andrea & Leithner, Barbara","null","Zeitschrift für Betriebswirtschaft","Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen"
"1647205727-53","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Meetings im Überblick: Eine Einführung.","https://www.alexandria.unisg.ch/213913/","Back, Andrea","null","null","E-Meetings im Überblick: Eine Einführung"
"1647206315-322","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Effects of Color Appeal, Perceived Risk and Culture on User’s Decision in Presence of Warning Banner Message.","https://www.alexandria.unisg.ch/250229/","Silic, Mario; Cyr, Dianne; Back, Andrea & Holzer, Adrian","null","null","Effects of Color Appeal, Perceived Risk and Culture on User’s Decision in Presence of Warning Banner Message"
"1647205714-47","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensmanagement und -Tools.","https://www.alexandria.unisg.ch/196897/","Back, Andrea","null","null","Wissensmanagement und -Tools"
"1647206287-309","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mobile Contactless Payments Adoption Challenge in the Complex Network Actor Ecosystem.","https://www.alexandria.unisg.ch/232050/","Silic, Mario; Back, Andrea & Ruf, Christian","null","null","Mobile Contactless Payments Adoption Challenge in the Complex Network Actor Ecosystem"
"1647206140-240","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Podcasting.","https://www.alexandria.unisg.ch/213767/","Haentschel-erhart, Irene","null","null","Podcasting"
"1647205695-38","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","e-Welt: Wissensmanagement.","https://www.alexandria.unisg.ch/66851/","Back, Andrea","null","null","e-Welt: Wissensmanagement"
"1647206506-411","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","A new perspective on neutralization and deterrence: Predicting shadow IT usage.","https://www.alexandria.unisg.ch/250409/","Silic, Mario; Barlow, Jordan B. & Back, Andrea","null","Information & management","A new perspective on neutralization and deterrence: Predicting shadow IT usage"
"1647206037-192","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Beiträge der Balanced Scorecard für ein nachhaltiges E-Learning im Unternehmen.","https://www.alexandria.unisg.ch/213942/","Leithner, Barbara & Back, Andrea","null","null","Beiträge der Balanced Scorecard für ein nachhaltiges E-Learning im Unternehmen"
"1647206474-396","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Editorial: Erste Ausgabe von iTeL.","https://www.alexandria.unisg.ch/238594/","Back, Andrea; Reinmann, Gabi & Baumgartner, Peter","null","Interdisziplinäre Zeitschrift für Technologie und Lernen (iTeL)","Editorial: Erste Ausgabe von iTeL"
"1647206407-365","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-HR - Strategic Upgrade.","https://www.alexandria.unisg.ch/196824/","Back, Andrea","null","Learntec New","E-HR - Strategic Upgrade"
"1647206240-287","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Website Usability for Internet Banking.","https://www.alexandria.unisg.ch/214619/","Zollet, Roman & Back, Andrea","null","null","Website Usability for Internet Banking"
"1647206311-320","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Deterrent Effects of Warnings on User’s Behavior in Preventing Malicious
Software Use.","https://www.alexandria.unisg.ch/250195/","Silic, Mario & Back, Andrea","6 January 2017","null","Deterrent Effects of Warnings on User’s Behavior in Preventing Malicious
Software Use"
"1647205923-139","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Demos von Anwendungen aus der Praxis und Forschungsergebnissen.","https://www.alexandria.unisg.ch/216814/","Back, Andrea & von Koenigsmarck, Otfried","11 September 2012","null","Demos von Anwendungen aus der Praxis und Forschungsergebnissen"
"1647205840-100","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The Emergence and Impact of Web 2.0.","https://www.alexandria.unisg.ch/67612/","Back, Andrea","null","null","The Emergence and Impact of Web 2.0"
"1647205735-57","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Strategische Ausrichtung von E-Learning.","https://www.alexandria.unisg.ch/213861/","Back, Andrea","null","null","Strategische Ausrichtung von E-Learning"
"1647205996-173","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Perspective for our partners: Innovation, Knowledge creation, Customer Integration and Launching new Ventures.","https://www.alexandria.unisg.ch/296/","Enkel, Ellen; Gibbert, Michael; Makarevitch, Alexei & Vassiliadis, Stefanos","2001","null","Perspective for our partners: Innovation, Knowledge creation, Customer Integration and Launching new Ventures"
"1647206354-340","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Vom Firmenhauptsitz ins Telecottage.","https://www.alexandria.unisg.ch/213623/","Back, Andrea & Schuka, Oliver","null","Output Focus","Vom Firmenhauptsitz ins Telecottage"
"1647206257-295","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Towards Measuring Crowdsourcing Success: An Empirical Study on Effects of External Factors in Online Idea Contest.","https://www.alexandria.unisg.ch/214388/","Walter, Thomas & Back, Andrea","4 September 2011","null","Towards Measuring Crowdsourcing Success: An Empirical Study on Effects of External Factors in Online Idea Contest"
"1647206163-251","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Crowdsourcing-Plattformen.","https://www.alexandria.unisg.ch/216612/","Walter, Thomas","null","null","Crowdsourcing-Plattformen"
"1647205674-28","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning als Wachstumsmarkt: Zahlen, Fakten und Beispiele.","https://www.alexandria.unisg.ch/66840/","Back, Andrea","null","null","E-Learning als Wachstumsmarkt: Zahlen, Fakten und Beispiele"
"1647206377-351","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Szenario Bildungslandschaft 2005.","https://www.alexandria.unisg.ch/213742/","Back, Andrea","null","Informatik/Informatique","Szenario Bildungslandschaft 2005"
"1647206204-270","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web 2.0 in der Unternehmenspraxis: Grundlagen, Fallstudien und Trends zum Einsatz von Social Software.","https://www.alexandria.unisg.ch/46001/","null","null","null","Web 2.0 in der Unternehmenspraxis: Grundlagen, Fallstudien und Trends zum Einsatz von Social Software"
"1647206185-261","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lexikon der Wirtschaftsinformatik.","https://www.alexandria.unisg.ch/213208/","null","2001","null","Lexikon der Wirtschaftsinformatik"
"1647206114-228","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Developmental aspects and supportive factors in Knowledge Networks.","https://www.alexandria.unisg.ch/262/","Köhne, M.; Enkel, Ellen & Ulrich, C.","2006","null","Developmental aspects and supportive factors in Knowledge Networks"
"1647205932-143","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mobile Enterprise - bereit für den mobilen Wandel?","https://www.alexandria.unisg.ch/240750/","Egeli, Martin & Back, Andrea","null","IT business","Mobile Enterprise - bereit für den mobilen Wandel?"
"1647206062-204","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Implementierung und Nutzung der Prozesskostenrechnung.","https://www.alexandria.unisg.ch/214286/","Back, Andrea","null","null","Implementierung und Nutzung der Prozesskostenrechnung"
"1647206341-334","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Aspekte zur Implementierung und Nutzung einer Prozesskostenrechnung. Rubrik Meinungsspiegel.","https://www.alexandria.unisg.ch/213946/","Back, Andrea","null","Kostenrechnungspraxis-Sonderheft","Aspekte zur Implementierung und Nutzung einer Prozesskostenrechnung. Rubrik Meinungsspiegel"
"1647206409-366","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Workplace Learning: mit E-Learning im Arbeitsprozess lernen.","https://www.alexandria.unisg.ch/213665/","Back, Andrea","null","SKO-Leader","Workplace Learning: mit E-Learning im Arbeitsprozess lernen"
"1647206317-323","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Disentangling the Fuzzy Front End of Digital Transformation: Activities and Approaches.","https://www.alexandria.unisg.ch/254097/","Berghaus, Sabine & Back, Andrea","null","null","Disentangling the Fuzzy Front End of Digital Transformation: Activities and Approaches"
"1647205987-169","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Performance Measurement of Communities of Practice.","https://www.alexandria.unisg.ch/213234/","Raimann, Joerg; Koehne, Marija; Seufert, Andreas; Back, Andrea & von Krogh, G.","null","null","Performance Measurement of Communities of Practice"
"1647206202-269","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Getting real about knowledge networks : unlocking corporate knowledge assets.","https://www.alexandria.unisg.ch/213997/","null","null","null","Getting real about knowledge networks : unlocking corporate knowledge assets"
"1647206322-325","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Coworking as a New Innovation Scenario from the Perspective of Mature Organisations.","https://www.alexandria.unisg.ch/254939/","Josef, Barbara & Back, Andrea","13 April 2018","null","Coworking as a New Innovation Scenario from the Perspective of Mature Organisations"
