web-scraper-order;web-scraper-start-url;content
1647115527-210;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Enterprise 2.0 - Digitale Transformation durch soziale Technologien.     	In       	Hoffmann, Christian Pieter; Lennerts, Silke; Schmitz, Christian; Stölzle, Wolfgang & Uebernickel, Falk (Hrsg.):      	Business Innovation: Das St. Galler Modell.  	Wiesbaden : 	Springer Fachmedien Wiesbaden, 	2016, 	S. 123-138."
1647115527-221;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Fuellemann, Peter & Jastrowski, Wolfgang: 	Projektmanagement bei verteilten Teams mit Jive-Gruppen im Swiss Re Ourspace.     	In       	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.):      	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien.  	München : 	Oldenbourg, 	2012, 	S. 293-301."
1647115527-444;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Trends im E-Learning - Chancen, die es zu nutzen gilt. 	akte 06 - Know-how Transfer und angewandtes e-Learning im Gesundheitswesen. 	Bern, 	20 Oktober 2006."
1647115527-244;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Leithner, Barbara: 	Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.     	In       	Breitner, Michael H. & Hoppe, Gabriela (Hrsg.):      	E-Learning : Einsatzkonzepte und Geschäftsmodelle.  	Heidelberg : 	Physica-Verlag, 	2005, 	S. 81-99."
1647115527-315;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Enkel, Ellen; Gibbert, Michael; Makarevitch, Alexei & Vassiliadis, Stefanos: 	Perspective for our partners: Innovation, Knowledge creation, Customer Integration and Launching new Ventures. 	KnowledgeSource paper series, 	2001, 	Vol. 01. BE HSG/IWI 3 IfB No 29."
1647115527-63;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Heidecke, Florian; Back, Andrea & Brenner, Walter  	(2005) 	Dissertationserhebung in der Wirtschaftsinformatik 2004. 	Wirtschaftsinformatik, 	47 	(3). 	228-230. 	ISSN 0937-6429"
1647115527-58;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Haentschel-erhart, Irene; Baumann, Philipp & Ziekursch, Tim  	(2007) 	Blogs helfen beim Projekt-Management. 	Computerwoche, 	 	(20). 	24."
1647115527-14;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea  	(2017) 	Open Source Software Adoption: Lessons from Linux in Munich. 	IT Professional, 	19 	(1). 	42-47. 	ISSN 1520-9202"
1647115527-253;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Enkel, Ellen & Back, Andrea: 	Wissensnetzwerke: Das neue Instrument für die Förderung von Wissensaustausch und Wissensentwicklung im Unternehmen.     	In       	Bleicher, Knut & Berthel, Jürgen (Hrsg.):      	Auf dem Weg in die Wissensgesellschaft : veränderte Strukturen, Kulturen und Strategien.  	Frankfurt a.M. : 	Frankfurter Allg. Buch, 	2002, 	S. 149-169."
1647115527-39;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Henestrosa, Alexandra  	(2012) 	Nutzerpräferenzen für Funktionen mobiler Lernanwendungen in der betrieblichen Bildung. 	Zeitschrift für E-Learning : Lernkultur und Bildungstechnologie, 	7 	(4). 	7-20. 	ISSN 1992-9579"
1647115527-499;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	RING-Workshop zum Thema ""Wissensmanagement"" bei Radio DRS. 	 	Basel, 	18 Dezember 2001."
1647115527-189;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Zum Verhältnis von eLearning und Wissensmanagement im Unternehmen. 	2002. 	- 32. Jahrestagung der Gesellschaft für Informatik e.v. (GI). 	- Dortmund."
1647115527-203;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Seufert, Sabine; Back, Andrea & Häusler, Martin     	      	:  	E-Learning: Weiterbildung im Internet. 	 	Kilchberg : 	SmartBooks, 	2001, 	 	- ISBN 3-908490-53-7."
1647115527-159;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Walter, Thomas & Back, Andrea: 	Towards Measuring Crowdsourcing Success: An Empirical Study on Effects of External Factors in Online Idea Contest. 	2011. 	- 6th Mediterranean Conference on Information Systems (MCIS 2011). 	- Limassol, Cyprus."
1647115527-37;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Irmler, Peter  	(2012) 	Implementing a Classification Scheme for Enterprise 2.0. 	Information Technology : it, 	54 	(5). 	220-227. 	ISSN 0944-2774"
1647115527-95;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(1997) 	Der Kollaborateur aus der Kiste: Groupware, Interview. 	Handleszeitung, 	Vol. 136 	(47). 	21."
1647115527-428;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Produktivität von Wissensarbeit 2.0: Traumhaft oder traumatisch. 	LEARNTEC. 	Karlsruhe, 	3 Februar 2009."
1647115527-79;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Seufert, Andreas & von Krogh, G.  	(2000) 	Wissensmanagement - eine Bestandsaufnahme. 	SAP Info, 	 	 	22-25."
1647115527-437;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung. 	Akte 07 Symposium Know-how Transfer und angwandtes E-Learning im öffentlichen Dienst. 	Winterthur, 	10 Mai 2007."
1647115527-191;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Bieger, Thomas; Achleitner, Paul; Landolf, Urs; Serratore, Luca; Breitenstein, Yannik; Dilger, Bernadette; Angélil, Marc; Fujimoto, Sou; Böhm, Andreas; Meckel, Miriam; Borth, Damian; Gasser, Urs; Lohmann, Melinda Florina; Bruch, Heike; Berenbold, Sandra; Gassmann, Oliver; Josef, Barbara; Back, Andrea; Uebernickel, Falk; Kohler, Marc; Hehn, Jennifer; Leimeister, Jan Marco; Söllner, Matthias; Brenner, Walter; Gutzwiller, Thomas; Frank, Markus; Schürer, Wolfgang & Kissinger, Henry     	Böhm, Andreas (Hrsg.)      	:  	Open Grid - Open Mind. 	1. Auflage. 	St. Gallen : 	 	2018,"
1647115527-500;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Basis-Workshop Wissensmanagement (WM). 	Wissensmanagement. 	Worblauben, 	5 Oktober 2001."
1647115527-468;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Corporate eLearning and Knowledge Management: Will convergence bridge the gaps? 	LoD Meeting. 	Zürich, 	16 Februar 2004."
1647115527-144;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea: 	Information Security and Open Source Dual Use Security Software: Trust Paradox. 	2013. 	- 9th IFIP WG 2.13 International Conference, OSS 2013. 	- Koper-Capodistria, Slovenia."
1647115527-130;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea: 	Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context. 	2015. 	- 12th International Conference on Wirtschaftsinformatik (WI 2015). 	- Osnabrück."
1647115527-410;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Was kann die Hochschule aus der Unternehmenspraxis lernen? (per Videokonferenz). 	76. BundesDekaneKonferenz. 	Jena, 	23 Oktober 2009."
1647115527-231;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Hain, Stefanie & Schopp, Bernd: 	Unternehmensinternes Multiblog der Namics AG.     	In       	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.):      	Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software.  	München : 	Oldenbourg, 	2008, 	S. 187-198."
1647115527-243;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren.     	In       	Ehlers, Ulf-Daniel & Schenkel, Peter (Hrsg.):      	Bildungscontrolling im E-Learning : Erfolgreiche Strategien und Erfahrungen jenseits des ROI.  	Berlin : 	Springer, 	2005, 	S. 131-140."
1647115527-175;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Walter, Thomas & Back, Andrea: 	Web-Analyse-Dienste als Instrument des Blog-Monitoring. 	2010. 	- Multikonferenz Wirtschaftsinformatik (MKWI) 2010. 	- Göttingen."
1647115527-325;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Raimann, Joerg; Enkel, Ellen; Seufert, Andreas; Back, Andrea & von Krogh, G.: 	Supporting Business Processes through Knowledge Management - A Technology-based Analysis. 	, 	2000,"
1647115527-448;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	HSG Business Engineering Research Program. 	IS Seminar, City University of Hong Kong. 	 	7 März 2006."
1647115527-156;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Schoenenberg, Robin & Back, Andrea: 	Einsatzmöglichkeiten von Virtual Private Workspace. 	2012. 	- Multikonferenz der Wirtschaftsinformatik (MKWI) 2012. 	- Braunschweig."
1647115527-229;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Haentschel-erhart, Irene: 	Podcasting.     	In       	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.):      	Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software.  	München : 	Oldenbourg, 	2008, 	S. 51-56."
1647115527-167;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Sammer, Thomas; Lin, Dada; Back, Andrea & Schoenefeld, Frank: 	Erfolgsmessung zum Einsatz von Social Software im Softwareentwicklungsprozess am Beispiel der T-Systems Multimedia Solutions GmbH. 	2011. 	- 6. Konferenz Professionelles Wissensmanagement. 	- Innsbruck."
1647115527-470;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse. 	Opening 2004 der e/t/s didactic media im Rahmen der Learntec. 	Karlsruhe, 	10 Februar 2004."
1647115527-397;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media. 	Fachseminar. 	BallyLab, Schönenwerd, 	12 August 2010."
1647115527-51;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(2009) 	Disruptiv innovieren in E-Learning und Kommunikation. 	Netzwoche, 	 	(2). 	40."
1647115527-534;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Potentiale der neuen Medien in der Ausbildung: 7 Thesen. 	2. Veranstaltung des Nachdiplomstudiums Informatik und Telekommunikation NDIT/FPIT. 	St. Gallen, 	20 August 1998."
1647115527-473;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Die Rolle des CLO. 	CNO-Panel No. 3. 	Bern, 	26 November 2003."
1647115527-38;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(2012) 	Unternehmens-Wikis - wie ging das früher ohne? 	IT-Business, 	11 	(1). 	36-37. 	ISSN 1616-3532"
1647115527-120;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario; Cyr, Dianne; Back, Andrea & Holzer, Adrian: 	Effects of Color Appeal, Perceived Risk and Culture on User’s Decision in Presence of Warning Banner Message. 	2017. 	- 50th Hawaii International Conference on Sciences (HICSS). 	- Waikoloa, Hawaii."
1647115527-115;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Josef, Barbara & Back, Andrea: 	Coworking as a New Innovation Scenario from the Perspective of Mature Organisations. 	2018."
1647115527-27;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Rennhard, Yannick & Back, Andrea  	(2014) 	Mediennutzung in der Projektkommunikation von Studierenden - Analyse dreier Praxisprojekte unter besonderer Berücksichtigung der Kollaborationsplattform MavenLink. 	Interdisziplinäre Zeitschrift für Technologie und Lernen : iTeL, 	1 	(1). 	36-49. 	ISSN http://www.itel-journal.org/wp-content/uploads/2016/01/7-75-2-PB.pdf"
1647115527-459;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Beiträge des BSC-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen. 	E-Learning Workshop ""Einsatzkonzepte und Geschäftsmodell"". 	Hannover, 	27 September 2004."
1647115527-258;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Müller, Jochen: 	Massenspeicher, magnetischer.     	In       	Mertens, Peter & Back, Andrea (Hrsg.):      	Lexikon der Wirtschaftsinformatik.  	Berlin : 	Springer, 	2001,"
1647115527-22;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario; Back, Andrea & Silic, Dario  	(2015) 	Email: from hero to zero - the beginning of the end? 	Journal of Information Technology Teaching Cases, 	5 	(2). 	84-91."
1647115527-94;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(1997) 	Der Cyberspace des 21. Jahrhunderts - Unsere virtuelle neue Welt? 	Forum FN: Themen der Zeit, 	 	(54). 	13."
1647115527-106;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(1994) 	Aspekte zur Implementierung und Nutzung einer Prozesskostenrechnung. Rubrik Meinungsspiegel. 	Kostenrechnungspraxis-Sonderheft, 	 	(1). 	12-13."
1647115527-351;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Friedel, Dominik: 	Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext. 	Zollikofen : 	T-Systems Schweiz AG, 	2011."
1647115527-409;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Stossrichtungen für Kundenbeziehungen in Web-2.0-Kultur. 	7. IT-Anlass Helsana. 	Dübendorf, 	20 November 2009."
1647115527-227;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	E-Learning im Unternehmen.     	In       	Kurbel, Karl; Gronau, Norbert; Becker, Joerg; Sinz, Elmar & Suhl, Leena (Hrsg.):      	Enzyklopädie der Wirtschaftsinformatik : Online-Lexikon.  	München : 	Oldenbourg, 	2008, 	S. online."
1647115527-515;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Wissensmanagement und IT-Technologie - eine häufig missverstandene Beziehung. 	BMW Forum Zukunft. 	Regensburg, 	6 July 2000."
1647115527-433;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen. 	Web 2.0 und eLearning. 	Charite - Universitätsmedizin Berlin, 	6 November 2007."
1647115527-303;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Enkel, Ellen & Wicki, Yvonne: 	How Knowledge Networks in practice look like: Findings from an international survey. 	KnowledgeSource paper series, 	2002, 	BE HSG/IWI 3, No 27."
1647115527-447;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Weblogs und Wikis in der Hochschullehre: ein Erfahrungsbericht. 	Gastvortrag an der Pädagogischen Hochschule. 	Weingarten, 	13 July 2006."
1647115527-335;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Koehne, Marija; Raimann, Joerg; Seufert, Andreas; von Krogh, G. & Back, Andrea: 	The Influence of Human Networks and Human Value Systems on Knowledge Sharing/Transfer Projects. 	, 	1999,"
1647115527-493;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Wissensmanagement. 	Kernprogramm Information Management, EMBA an der Universität Zürich. 	Zürich, 	13 März 2002."
1647115527-81;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Seufert, Andreas  	(2000) 	Wissensstrategien für die Zukunft. 	Controller News, 	 	(Nr. 2). 	46-48."
1647115527-331;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Seufert, Andreas; Back, Andrea & von Krogh, G.: 	Towards a Reference Model for Knowledge Networking. 	, 	1999,"
1647115527-56;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Hain, Stefanie & Back, Andrea  	(2008) 	Personal Learning Journal - Course Design for Using Weblogs in Higher Education. 	Electronic Journal of e-Learning - EJEL, 	6 	(3). 	189-196. 	ISSN 1479-4403"
1647115527-114;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Schacker, Maximilian: 	Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work). 	2019. 	- Organizing in the Era of Digital Technology. 	- Monte Verità, Switzerland."
1647115527-533;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Seufert, Sabine & Seufert, Andreas: 	Collaborative Learning in Action: Management Education at the University of St. Gallen. 	Lotusphere '98. 	Berlin, 	21 September 1998."
1647115527-239;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Gurgul, Grzegorz; Enkel, Ellen; Rumyantseva, Maria & Ulrich, Claudia: 	The customer - an untapped source of innovations. Developing a Customer Integration Network in HP.     	In       	Vonkrogh, Georg; Back, Andrea & Enkel, Ellen (Hrsg.):      	Knowledge Networks for Business Growth.  	Berlin : 	Springer, 	2007, 	S. 59-76."
1647115527-257;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Seufert, Andreas: 	Executive Information System (EIS).     	In       	Mertens, Peter & Back, Andrea (Hrsg.):      	Lexikon der Wirtschaftsinformatik.  	Berlin : 	Springer, 	2001, 	S. 192-193."
1647115527-283;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Ich habe fertig - aus der Sicht der Mertens-Zauberlehrlinge (Laudatio, gehalten an der WISO in Nürnberg am 10. Januar 2006, Emeritierung Prof. Dr. Peter Mertens). 	, 	2006,"
1647115527-424;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger. 	Focus on social media. 	Europäisches Patentamt, München, 	3 März 2009."
1647115527-147;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea: 	Organizational Culture Impact on Acceptance and Use of Unified Communications & Collaboration Technology in Organizations. 	2013. 	- 26th Bled eConference ""eInnovations: challenges and impacts for individuals, organizations and society"". 	- Bled, Slovenia."
1647115527-192;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Sammer, Thomas; Back, Andrea & Walter, Thomas     	      	:  	Mobile Business : Management von mobiler IT in Unternehmen. 	 	Zürich : 	buch & netz, 	2014, 	 	- ISBN 978-3-03805-029-2."
1647115527-377;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Towards a Framework for Business Model Design of Scientific Journals with Web 2.0 Principles. 	MCIS. 	Limassol, Cyprus, 	4 September 2011."
1647115527-249;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Mayrhofer, David & Back, Andrea: 	Workplace e-Collaboration in Practice: Practical Guidelines for Implementing e-Collaboration in Organizations.     	In       	Fong, Michelle W.L. (Hrsg.):      	E-Collaborations and Virtual Organizations.  	Hershey, PA : 	IRM Press, 	2004, 	S. 29-60."
1647115527-198;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; von Krogh, Georg; Seufert, Andreas & Enkel, Ellen (Hrsg.)      	:  	Putting Knowledge Networks into Action: Methodology, Development, Maintenance. 	 	Berlin : 	Springer, 	2005, 	DOI:10.1007/b138845. 	- ISBN 3-540-40574-7."
1647115527-90;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Kramhoeller, S. & Seufert, Sabine  	(1998) 	Technology enabled Management Education - Die Lernumgebung MBE Genius im Bereich Executive Study an der Universität St. Gallen. 	iomanagement, 	Vol. 21 	(3). 	36-42."
1647115527-514;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	e-Learning-Projekte: Neue Möglichkeiten durch vernetztes Lernen. Konzepte - Geschäftsmodelle - Erfahrungen. 	Leitung und Einführung Weiterbildungsseminar HSG. 	Zürich, 	28 September 2000."
1647115527-502;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	e-Learning-Projekte: Lernen via e-Training und e-Collaboration. 	Leitung und Einführung Weiterbildungsseminar HSG. 	Zürich, 	25 September 2001."
1647115527-525;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Trend-Landkarte: Unternehmen im Informationszeitalter, Groupware-Tutorial1. 	Blockwoche Informationsmanagement Intensivstudium KMU. 	St. Gallen, 	14 September 1999."
1647115527-392;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Arbeitsplatz der Zukunft, Innovationsvortrag. 	Bereichstag Regionalvertrieb der Datev e.G.. 	Nürnberg, 	28 Oktober 2010."
1647115527-169;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Reifegradmodelle im Management von Enterprise 2.0. 	2010. 	- 12. KnowTech 2010. 	- Bad Homburg."
1647115527-76;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Raimann, Joerg & Back, Andrea  	(2000) 	Software-Tools und Architekturmodell für das Wissensmanagement. 	ControllerNews: Die Zeitschrift für Controlling und Unternehmensführung, 	 	(Nr. 3). 	69-72."
1647115527-535;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Wirtschaftlichkeitsanalysen im IV-Bereich. 	Blockwoche Informationsmanagement Intensivstudium KMU. 	St. Gallen, 	2 Juni 1998."
1647115527-302;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Keller, Miriam; Leithner, Barbara; Schnoering, Katharina; Bursian, Olaf; Bendel, Oliver & Back, Andrea: 	Creating a Competency Model for Swissair and Sabena. 	, 	2002, 	BE HSG / IWI3 Nr. 24 (Internal Paper)."
1647115527-529;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Groupware im Kontext problemorientierter Computing Workspaces. 	Executive Study Program Master of Business Engineering. 	St. Gallen, 	11 Januar 1999."
1647115527-415;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Talwar, Manish & Back, Andrea: 	Differences in ERP Implementations in India & Western Europe. 	AMCIS. 	San Francisco, 	9 August 2009."
1647115527-513;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	E-Learning als Wachstumsmarkt: Zahlen, Fakten und Beispiele. 	Pressekonferenz ""Preisrutsch ebnet E-Learning den Weg"". 	Düsseldorf, 	2 November 2000."
1647115527-211;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Ruf, Christian: 	Mobile Business.     	In       	Hoffmann, Christian Pieter; Lennerts, Silke; Schmitz, Christian; Stölzle, Wolfgang & Uebernickel, Falk (Hrsg.):      	Business Innovation: Das St.Galler Modell.  	Wiesbaden : 	Springer Fachmedien Wiesbaden, 	2016, 	S. 357-381."
1647115527-440;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Lerntagebuch als Weblog innovativ umgesetzt. 	HDZ'mittag. 	St. Gallen, 	8 Februar 2007."
1647115527-393;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Social Media Update: Objectives and Trends. 	International Key Account Manager Workshop, Bayer Business Services. 	Leverkusen, 	25 Oktober 2010."
1647115527-122;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea: 	Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement. 	2017. 	- 50th Hawaii International Conference on Sciences (HICSS). 	- Waikoloa, Hawaii."
1647115527-275;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Walter, Thomas & Back, Andrea: 	Data Mining and Social Network Analysis of Ideation Contests : A Repeated Measures Design. 	St.Gallen : 	Institute of Information Management, University of St.Gallen, 	2013."
1647115527-517;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Knowledge Networks und Knowledge Management Technologien. 	Gastvortrag an der Universität Bamberg. 	Bamberg, 	27 Juni 2000."
1647115527-418;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Enterprise Work 2.0: So arbeiten Profis im Netz ... und ich? Persönliche Standortbestimmung. 	Last Monday - Donna Informatica. 	Zürich, 	29 Juni 2009."
1647115527-430;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog. 	Web 2.0 im Unternehmen: Praxislösungen konkret und anschaulich. 	Zürich, 	10 April 2008."
1647115527-354;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Grüttner, Arne: 	„Die Kinder üben eine Denkhaltung“.     In: Personalwirtschaft - Das Magazin für den Job HR: Alter! So fördern und nutzen Sie die Talente erfahrener Mitarbeiter     01/2020         (2020),          S. 56-58."
1647115527-84;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(1998) 	Computeranalphabet trotz PC-Führerschein? 	IBM uptodate, 	 	(5). 	2-3."
1647115527-65;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Ammann Schoch, Regina; Back, Andrea; Kunert, Karsten & Tresch, Markus  	(2004) 	Wissensmanagement strategisch verankern. 	Wissensmanagement : das Magazin für Führungskräfte, 	6 	(3). 	20-22. 	ISSN 1438-4426"
1647115527-434;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Einführung in das Thema. 	Seminar ""Weblogs, Wikis, Podcasts & Co. - Wissenstransfer der nächsten Generation"". 	Berlin, 	25 Oktober 2007."
1647115527-317;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Vassiliadis, Stefanos; Raimann, Joerg; Seufert, Andreas; Back, Andrea & von Krogh, G.: 	Training for Knowledge Networks: Documentation. 	, 	2000,"
1647115527-212;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Inter-, trans- und multidisziplinär – Eine essayistische Annäherung mit Blick auf die Wirtschaftsinformatik.     	In       	Brenner, Walter & Hess, Thomas (Hrsg.):      	Wirtschaftsinformatik in Wissenschaft und Praxis : Festschrift für Hubert Österle.  	Berlin, Heidelberg : 	Springer Berlin Heidelberg, 	2014, 	S. 3-13."
