web-scraper-order,web-scraper-start-url,publikation
1647089043-1542,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung.
	Akte 07 Symposium Know-how Transfer und angwandtes E-Learning im öffentlichen Dienst.
	Winterthur,
	10 May 2007."
1647089043-1342,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Rumyantseva, Maria; Enkel, Ellen & Pos, A.:
	Supporting Growth through Innovation Networks in Unilever.
    	In  
    	Back, Andrea; Enkel, Ellen & Vonkrogh, Georg (ed.): 
    	Knowledge Networks for Business Growth. 
	Berlin :
	Springer,
	2007,
	S. 77-97."
1647089043-1572,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	E-Learning Balanced Scorecard.
	5. IT-Kongress der Know How! AG.
	Stuttgart,
	23 March 2004."
1647089043-1366,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Seufert, Andreas & von Krogh, G.:
	Wissensnetzwerke: Vision - Referenzmodell - Archetypen und Fallbeispiele.
    	In  
    	 
    	Wissensmanagement : zwischen Wissen und Nichtwissen. 
	München und Mering :
	Rainer Hampp,
	1999,
	S. 133-156."
1647089043-1112,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Peter, Lukas; Back, Andrea & Werro, Tina
 	(2019)
	Conceptual framework for collaborative open innovation with a startup ecosystem.
	Innovation in the Digital Economy,
	11
	(1).
	
	ISSN 1947-8305"
1647089043-1176,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(2003)
	Workplace Learning: mit E-Learning im Arbeitsprozess lernen.
	SKO-Leader,
	
	(6).
	8-9."
1647089043-1571,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	E-Learning industry updates & recommendations.
	Global Cumputer Training Services Conference.
	Buonas,
	24 March 2004."
1647089043-1633,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Management Support Systeme im Informationszeitalter.
	Refresher 1/99: Unternehmungsführung in turbulenter Zeit.
	St. Gallen,
	17 March 1999."
1647089043-1347,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Enkel, Ellen:
	Outlook: Beyond organizational boundaries - Knowledge Networks for Growth.
    	In  
    	Back, Andrea; Vonkrogh, Georg; Seufert, Andreas & Enkel, Ellen (ed.): 
    	Getting real about knowledge networks : unlocking corporate knowledge assets. 
	Basingstoke :
	Palgrave,
	2006,
	S. 221-239."
1647089043-1286,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Mayrhofer, David; Back, Andrea; Hubschmid, Roger & Heidecke, Florian:
	Software Tools for E-Collaboration: Evaluating Web-Conferencing Tools.
	2005.
	- 16th Information Resources Management Association Conference (IRMA).
	- San Diego, CA."
1647089043-1397,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Mayrhofer, David; Back, Andrea & Hubschmid, Roger:
	Web-Conferencing Software Tools: Evaluierung der Marktführer.
	Mayrhofer, David; Back, Andrea; Hubschmid, Roger,
	2004,
	1/2004."
1647089043-1499,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Koch, Michael:
	Enterprise 2.0-Fallstudien - Aus Erfahrung lernen.
	12. KnowTech 2010.
	Bad Homburg,
	16 September 2010."
1647089043-1526,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Web-based Open Innovation - ""What‘s Your Strategy for Creating Knowledge, Products, and Services with Online Communities?"".
	4. SWISS KM Tool Day.
	Rüeschlikon,
	19 March 2009."
1647089043-1301,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; von Krogh, Georg; Seufert, Andreas & Enkel, Ellen (ed.) 
    	: 
	Getting real about knowledge networks : unlocking corporate knowledge assets.
	
	Basingstoke, UK :
	Palgrave Macmillan,
	2006,
	
	- ISBN 978-1-4039-0058-6."
1647089043-1124,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario & Back, Andrea
 	(2016)
	Factors driving unified communications and collaboration adoption and use in organizations.
	Measuring Business Excellence,
	20
	(1).
	21-40.
	ISSN 1368-3047"
1647089043-1493,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Videobasiertes Workplace Learning - Auf dem Siegeszug 2.0.
	Swiss eLearning Conference.
	Zürich,
	6 April 2011."
1647089043-1382,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Seidel, Gunter & Back, Andrea:
	Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes.
	Arbeitsberichte Business 2.0 IWI-HSG,
	2010,
	1/2010."
1647089043-1201,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Seufert, Andreas
 	(1997)
	Kanzleiinformationssystem: Mehrdimensionales Kanzleicontrolling.
	Datenverarbeitung-Steuer-Wirtschaft-Recht,
	Vol. 27
	(3).
	73-77."
1647089043-1294,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Zum Verhältnis von eLearning und Wissensmanagement im Unternehmen.
	2002.
	- 32. Jahrestagung der Gesellschaft für Informatik e.v. (GI).
	- Dortmund."
1647089043-1193,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Seufert, Andreas & von Krogh, G.
 	(1998)
	Measuring.
	Thexis-Sonderheft Management Szenarien 2005,
	Vol. 15
	(2).
	154-155."
1647089043-1485,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Social Media in Universities.
	24th Bled eConference.
	Bled,
	14 June 2011."
1647089043-1529,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger.
	Focus on social media.
	Europäisches Patentamt, München,
	3 March 2009."
1647089043-1114,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Thoma, Sereina & Guggisberg, Vanessa
 	(2018)
	Management von digitalen Innovationen: Hat das Innovationstrichtermodell ausgedient?
	Wirtschaftsinformatik & Management : WuM,
	10
	(2).
	24-35.
	ISSN 1867-5905"
1647089043-1113,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Peter, Lukas; Back, Andrea & Werro, Tina
 	(2019)
	Practical Implications On How Established Companies Innovate With Startups: Tools and Guidelines for Innovation Managers.
	
	
	
	
	ISSN 2577-4972"
1647089043-1502,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media.
	Fachseminar.
	BallyLab, Schönenwerd,
	12 August 2010."
1647089043-1408,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Enkel, Ellen & Wicki, Yvonne:
	How Knowledge Networks in practice look like: Findings from an international survey.
	KnowledgeSource paper series,
	2002,
	BE HSG/IWI 3, No 27."
1647089043-1142,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Irmler, Peter
 	(2012)
	Implementing a Classification Scheme for Enterprise 2.0.
	Information Technology : it,
	54
	(5).
	220-227.
	ISSN 0944-2774"
1647089043-1329,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Heidecke, Florian & Back, Andrea:
	A Reference Model for E-Collaboration within the Dispersed Sales Force Training Process in Multinational Companies.
    	In  
    	Kock, Ned (ed.): 
    	E-Collaboration: Concepts, Methodologies, Tools, and Applications. 
	Hershey/New York :
	Information Science Reference,
	2009,
	S. 735-750."
1647089043-1109,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Grüttner, Arne; Wambsganss, Thiemo & Back, Andrea
 	(2020)
	From Data to Dollar – Using the Wisdom of an Online Tipster Community to Improve Sports Betting Returns.
	
	European Journal of International Management (EJIM) - Special Issue on: ""International Sports Management"""
1647089043-1600,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Podiumsdiskussion ""Deutschland - Entwicklerstandort oder Entwicklungsland?"", geleitet von Dr. H.-H. Kappel; weitere Mitwirkende Prof. Dr. H.-L. Grob, Prof. Dr. M. Zitterbart, F. Milius, Armin Hopp.
	Learntec.
	Karlsruhe,
	7 February 2002."
1647089043-1448,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Seufert, Andreas:
	State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze.
	,
	1997,"
1647089043-1641,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management.
	MSM Seminar.
	Zürich,
	12 May 1998."
1647089043-1210,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Seufert, Andreas
 	(1995)
	Kanzleiinformationssystem.
	Datenverarbeitung-Steuer-Wirtschaft-Recht,
	Vol. 25
	(4).
	114-118."
1647089043-1620,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Wissensmanagement und IT-Technologie - eine häufig missverstandene Beziehung.
	BMW Forum Zukunft.
	Regensburg,
	6 July 2000."
1647089043-1362,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Seufert, Andreas:
	Executive Information System (EIS).
    	In  
    	Mertens, Peter & Back, Andrea (ed.): 
    	Lexikon der Wirtschaftsinformatik. 
	Berlin :
	Springer,
	2001,
	S. 192-193."
1647089043-1599,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	eCollaboration.
	Kernprogramm Information Management, EMBA an der Universität Zürich.
	Universität Zürich,
	13 March 2002."
1647089043-1171,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(2003)
	Im virtuellen Klassenraum interaktiv arbeiten.
	bulletin,
	
	(4).
	37-39."
1647089043-1197,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Seufert, Sabine & Kramhöller, S.
 	(1998)
	Technology enabled Management Education - Die Lernum­gebung MBE Genius im Bereich Executive Study an der Universität St. Gallen.
	IO Management,
	21
	(3).
	36-42.
	ISSN 0019-9281"
1647089043-1156,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(2009)
	Disruptiv innovieren in E-Learning und Kommunikation.
	Netzwoche,
	
	(2).
	40."
1647089043-1623,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action.
	Forum sur l'enseignement de la gestion et les nouvelle technologies de la communication et de l'information.
	Louvain (Belgien),
	18 May 2000."
1647089043-1552,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Weblogs und Wikis in der Hochschullehre: ein Erfahrungsbericht.
	Gastvortrag an der Pädagogischen Hochschule.
	Weingarten,
	13 July 2006."
1647089043-1279,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis.
	2010.
	- GML2 2010.
	- Berlin."
1647089043-1430,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Raimann, Joerg; Enkel, Ellen; Seufert, Andreas; Back, Andrea & von Krogh, G.:
	Supporting Business Processes through Knowledge Management - A Technology-based Analysis.
	,
	2000,"
1647089043-1220,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Josef, Barbara & Back, Andrea:
	Coworking as a New Innovation Scenario from the Perspective of Mature Organisations.
	2018."
1647089043-1151,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Walter, Thomas
 	(2010)
	University Apps.
	Switchjournal,
	
	(Oktober).
	43-44.
	ISSN 1422-5662"
1647089043-1580,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Der rechte Umgang mit Stakeholdern.
	SCIL Congress.
	St. Gallen,
	8 October 2003."
1647089043-1274,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Reifegradmodelle im Management von Enterprise 2.0.
	2010.
	- 12. KnowTech 2010.
	- Bad Homburg."
1647089043-1574,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Lerneffektivität im Licht der Geschäftsziele: HR-Balanced Scorecard.
	Learntec 2004.
	Karlsruhe,
	11 February 2004."
1647089043-1506,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Web-Video zur Wissenskommunikation.
	OpenSpace an der Swiss eLearning Conference.
	Zürich,
	13 April 2010."
1647089043-1446,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & von Krogh, G.:
	Evaluation Report: Review of the Knowledge Management Activities in the Unilever Culinary Category.
	,
	1998,"
1647089043-1320,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Bloggen und Microblogging in Lehrveranstaltungen : Variationen aus sieben Jahren eigener Lehrpraxis.
    	In  
    	Reinmann, Gabi; Ebner, Martin & Schön, Sandra (ed.): 
    	Hochschuldidaktik im Zeichen von Heterogenität und Vielfalt : Doppelfestschrift für Peter Baumgartner und Rolf Schulmeister. 
	Norderstedt :
	Books on Demand,
	2013,
	S. 151-164."
1647089043-1195,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Kramhoeller, S. & Seufert, Sabine
 	(1998)
	Technology enabled Management Education - Die Lernumgebung MBE Genius im Bereich Executive Study an der Universität St. Gallen.
	iomanagement,
	Vol. 21
	(3).
	36-42."
1647089043-1139,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Link, Björn & Back, Andrea
 	(2013)
	Systemic Differences between SaaS- and On-Premise-ERP : An Overview of a Qualitative Option Calculation Scheme.
	AIS Transactions on Enterprise Systems,
	4
	(1).
	11-23."
1647089043-1121,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario & Back, Andrea
 	(2016)
	The dark side of social networking sites : Understanding phishing risks.
	Computers in Human Behavior,
	60
	
	35-43.
	ISSN 0747-5632"
1647089043-1540,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Haentschel-erhart, Irene:
	Praxisberichte aus dem Competence Network Business 2.0.
	Seminar ""Weblogs, Wikis, Podcasts & Co. - Wissenstransfer der nächsten Generation"".
	Berlin,
	25 October 2007."
1647089043-1413,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Bendel, Oliver; Bursian, Olaf; Oberlin, Karin; Keller, Miriam; Leithner, Barbara & Back, Andrea:
	Qualitative und ökonomische Potenziale der Einführung eines LMS in der Credit Suisse.
	Reihe Arbeitsberichte des Learning Center der Universität St. Gallen,
	2001,
	2/2001."
1647089043-1351,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Schmid, Beat:
	Elektronische Märkte.
    	In  
    	Österle, Hubert; Back, Andrea; Winter, Robert & Brenner, Walter (ed.): 
    	Business Engineering - Die ersten 15 Jahre. 
	Berlin :
	Springer,
	2004,
	S. 171-201."
1647089043-1192,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Seufert, Andreas
 	(1998)
	Kanzleiinformationssystem: Groupware-basiertes Wissensmanagement in Wirtschaftsprüfungs- und Steuerberatungskanzleien.
	Datenverarbeitung-Steuer-Wirtschaft-Recht,
	Vol. 28
	(3).
	72-76."
1647089043-1622,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Knowledge Networks und Knowledge Management Technologien.
	Gastvortrag an der Universität Bamberg.
	Bamberg,
	27 June 2000."
1647089043-1523,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Enterprise Work 2.0: So arbeiten Profis im Netz ... und ich? Persönliche Standortbestimmung.
	Last Monday - Donna Informatica.
	Zürich,
	29 June 2009."
1647089043-1454,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Sammer, Thomas; Back, Andrea & Bessing, Stefan:
	Mobile Business 2013 : Der Einfluss von Second Generation Enterprise Mobility auf die Value Chain von Unternehmen.
	
	T-Systems Multimedia Solutions GmbH,
	2013."
1647089043-1331,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Web-based Open Innovation - Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen mitgestalten.
    	In  
    	Hornung-Praehauser, Veronika & Luckmann, Michaela (ed.): 
    	Kreativität und Innovationskompetenz im digitalen Netz : Sammlung von ausgewählten Fach- und Praxisbeiträgen der 5. EduMedia Fachtagung 2009. Salzburg, 4. - 5. Mai 2009. 
	Salzburg :
	Salzburg Research Forschungsgesellschaft,
	2009,
	S. 89-94."
1647089043-1237,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Ruf, Christian; Back, Andrea & Wittmann, Matthias:
	Is an App Better than an Email? Developing Trust in a Mobile Financial Advisory Service : Design and Evaluation of a Prototype.
	2015.
	- 12. Internationale Tagung Wirtschaftsinformatik (WI 2015) : Smart Enterprise  Engineering.
	- Osnabrück, Germany."
1647089043-1497,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Arbeitsplatz der Zukunft, Innovationsvortrag.
	Bereichstag Regionalvertrieb der Datev e.G..
	Nürnberg,
	28 October 2010."
1647089043-1178,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(2002)
	E-HR - Strategic Upgrade.
	Learntec New,
	
	(Nr. 1).
	10-11."
1647089043-1138,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario; Back, Andrea & Sammer, Thomas
 	(2014)
	Employee Acceptance and Use of Unified Communications and Collaboration in a Cross-Cultural Environment.
	International Journal of e-Collaboration,
	10
	(2).
	1-19.
	ISSN 1548-3673"
1647089043-1349,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Leithner, Barbara:
	Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.
    	In  
    	Breitner, Michael H. & Hoppe, Gabriela (ed.): 
    	E-Learning : Einsatzkonzepte und Geschäftsmodelle. 
	Heidelberg :
	Physica-Verlag,
	2005,
	S. 81-99."
1647089043-1267,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Sammer, Thomas & Back, Andrea:
	Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities.
	2011.
	- 6th Mediterranean Conference on Information Systems (MCIS 2011).
	- Limassol, Cyprus."
1647089043-1287,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Learning-Management-Systeme im Corporate E-Learning: Lösung oder Auslöser.
	2005.
	- Fachtagung Web-Based Training 2005.
	- Zürich-Wallisellen."
1647089043-1482,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Towards a Framework for Business Model Design of Scientific Journals with Web 2.0 Principles.
	MCIS.
	Limassol, Cyprus,
	4 September 2011."
1647089043-1584,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Vom Wissensmanagement zum Wissensnetzwerk.
	Kongress ""lernlandschaften"".
	Freiburg,
	1 October 2003."
1647089043-1399,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Bendel, Oliver & Back, Andrea:
	Informationsversorgung des Staates in der Informationsgesellschaft.
	Arbeitsberichte des Learning Center der Universität St. Gallen,
	2003,
	3/2003."
1647089043-1231,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Berghaus, Sabine & Back, Andrea:
	Stages in Digital Business Transformation: Results of an Empirical Maturity Study.
	2016.
	- 10th Mediterranean Conference on Information Systems (MCIS 2016).
	- Paphos, Cyprus."
1647089043-1380,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Walter, Thomas & Back, Andrea:
	Data Mining and Social Network Analysis of Ideation Contests : A Repeated Measures Design.
	St.Gallen :
	Institute of Information Management, University of St.Gallen,
	2013."
1647089043-1588,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet.
	e-Education.
	Luzern,
	1 May 2003."
1647089043-1390,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Heidecke, Florian; Mayrhofer, David; Back, Andrea & Schiesser, Andreas:
	Current State Analysis and Identification of Opportunities in Roche's Sales Force Training.
	,
	2005,"
1647089043-1637,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Learning Communities im Inter-/Intranet.
	Eröffnungsfeier HAAS & PARTNER, Glattzentrum.
	Zürich,
	12 November 1998."
1647089043-1558,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Lernen am Puls der Zeit gestalten.
	e-Learning Castle-Forum.
	Oensingen,
	1 November 2005."
1647089043-1556,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	How work is changing in the Information Age.
	SMU City Campus, Lee Kong Chian School of Business.
	Singapore,
	28 February 2006."
1647089043-1216,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Marheine, Christian; Pauli, Tobias; Marx, Emanuel; Back, Andrea & Matzner, Martin:
	From Suppliers to Complementors: Motivational Factors for Joining Industrial Internet of Things Platform Ecosystems.
	2021."
1647089043-1521,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Enterprise Work 2.0: So arbeiten Profis im Netz - und ich?
	Donna Informatica - Last Monday.
	Zürich,
	29 July 2009."
1647089043-1232,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Ruf, Christian; Back, Andrea & Weidenfeld, Henk Andreas:
	Designing Tablet Banking Apps for High-Net-Worth Individuals : Specifying Customer Requirements with Prototyping.
	2015.
	- The 28th Bled eConference ""#eWellbeing"".
	- Bled, Slovenia."
1647089043-1601,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	eLearning im Unternehmen: Lessons Learned und Erfahrungslücken.
	Learntec.
	Karlsruhe,
	7 February 2002."
1647089043-1120,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario & Back, Andrea
 	(2016)
	What are the Keys to a Successful Mobile Payment System? Case of Cytizi: Mobile Payment System.
	Journal of Global Information Management,
	24
	(3).
	1-20.
	ISSN 1062-7375"
1647089043-1284,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Hain, Stefanie & Back, Andrea:
	Learning Journal - Weblogs in Academic Courses.
	2008.
	- 3rd International Conference on e-Learning.
	- Cape Town."
1647089043-1123,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Berghaus, Sabine & Back, Andrea
 	(2016)
	Gestaltungsbereiche der Digitalen Transformation von Unternehmen: Entwicklung eines Reifegradmodells.
	Die Unternehmung,
	70
	(2).
	98-123.
	ISSN 0042-059X"
1647089043-1248,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Sammer, Thomas; Brechbühl, Hans & Back, Andrea:
	The New Enterprise Mobility: Seizing the Opportunities and Challenges in Corporate Mobile IT.
	2013.
	- 19th Americas Conference on Information Systems (AMCIS 2013).
	- Chicago, IL."
1647089043-1337,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Enkel, Ellen; Back, Andrea & Vonkrogh, Georg:
	The Concept of Knowledge Networks for Growth.
    	In  
    	Vonkrogh, Georg; Back, Andrea & Enkel, Ellen (ed.): 
    	Knowledge Networks for Business Growth. 
	Berlin :
	Springer,
	2007,
	S. 1-31."
1647089043-1573,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?
	LoD Meeting.
	Zürich,
	16 February 2004."
1647089043-1180,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(2001)
	Plato-Cookbook: Wie gestalte ich meinen Unterricht im Internet-Klassenzimmer?
	Forum,
	Vol. 21
	(Nr. 1).
	40-41."
1647089043-1401,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Bendel, Oliver; Leithner, Barbara; Keller, Miriam & Back, Andrea:
	Lernen im Medienverbund: Nachhaltigkeit von Aus- und Weiterbildung der Polizei BaWü.
	Arbeitsberichte des Learning Center der Universität St. Gallen,
	2003,
	2/2003."
1647089043-1460,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Die Welt wird digital.
    In: DATEV magazin
        
    (2016),
    07/16,
    S. 8-10."
1647089043-1339,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Keller, Miriam:
	Gestaltung eines Blended-Learning-Szenarios vor dem Hintergrund der Unterstützung einer neuen Lernkultur in Unternehmen.
    	In  
    	Blum, Ulrich; Eckstein, Andrea & Eckstein, Andreas (ed.): 
    	Wirtschaftsinformatik im Fokus der modernen Wissensökonomik: Netzwerkökonomie und Electronic Business, Electronic Learning, Systementwicklung und Modellierung; Festschrift für Prof.Dr.Dr.h.c. Wolfgang Uhr. 
	Dresden :
	TUDpress,
	2007,
	S. 227-243."
1647089043-1372,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Josef, Barbara; Sapegina, Anastasia; Back, Andrea & Weibel, Antoinette:
	Coworking aus Unternehmenssicht II: Out of Office – into the Flow?
	St.Gallen :
	IWI-HSG & FAA-HSG, Universität St.Gallen,
	2019."
1647089043-1520,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Talwar, Manish & Back, Andrea:
	Differences in ERP Implementations in India & Western Europe.
	AMCIS.
	San Francisco,
	9 August 2009."
1647089043-1277,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Zollet, Roman & Back, Andrea:
	Website Usability for Internet Banking.
	2010.
	- 23rd Bled eConference ""eTrust: Implications for the Individual, Enterprises and Society"".
	- Bled, Slovenia."
1647089043-1638,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Seufert, Sabine & Seufert, Andreas:
	Collaborative Learning in Action: Management Education at the University of St. Gallen.
	Lotusphere '98.
	Berlin,
	21 September 1998."
1647089043-1412,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Bursian, Olaf:
	Neue Lerntechnologien (NLT) in Schweizerischen Industrieunternehmen.
	,
	2001,"
1647089043-1275,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Walter, Thomas & Back, Andrea:
	Crowdsourcing as a Business Model: An exploration of emergent textbooks harnessing the wisdom of crowds.
	2010.
	- 23rd Bled eConference ""eTrust: Implications for the Individual, Enterprises and Society"".
	- Bled, Slovenia."
1647089043-1466,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Habilitation: ""Beiträge der Daten-, Informations- und Wissensverarbeitung zur Weiterentwicklung des Internen Rechnungswesens und Controllings"".
	UniSG,
	Thesis,
	1993."
