web-scraper-order,web-scraper-start-url,information
"1647194564-1571","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wildi, Dennis; Back, Andrea & Gfeller, Reto
 	(2011)
	Wachstumsbarrieren bei der Nutzung von betrieblichen Lernplattformen.
	HMD : Praxis der Wirtschaftsinformatik,
	48
	(1).
	18-27.
	ISSN 1436-3011"
"1647194564-1579","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(2009)
	Corporate E-Learning: Disruptive Innovation auf der Überholspur?
	IT-Business,
	
	(1).
	23-24.
	ISSN 1616-3532"
"1647194564-1994","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	E-Learning Balanced Scorecard.
	5. IT-Kongress der Know How! AG.
	Stuttgart,
	23 März 2004."
"1647194564-1741","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Lauber, Jürgen & Sütterlin, Sarah:
	Wissensarbeit nach Lean-Prinzipien bei Saia-Burgess Controls.
    	In  
    	Richter, Alexander (Hrsg.): 
    	Vernetzte Organisation. 
	München :
	De Gruyter,
	2014,
	S. 176-183."
"1647194564-1559","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1927","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Welche Kompetenzen in der digitalen Welt 2020 gebraucht werden.
	9. Zukunftskongress des 2b AHEAD ThinkTanks.
	Braunschweig,
	16 Juni 2010."
"1647194564-1576","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1607","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(2000)
	Michael Cusumano :Interview.
	Wirtschaftsinformatik,
	42
	(1).
	71-73.
	ISSN 0937-6429"
"1647194564-1857","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Köhne, M.; Enkel, Ellen; Seufert, Andreas; Back, Andrea & Vonkrogh, Georg:
	Development Aspects and Supportive Factors in Knowledge Networks.
	KnowledgeSource of St. Gallen,
	2000,
	BE HSG/IWI No 18."
"1647194564-1825","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mayrhofer, David & Back, Andrea:
	Workplace E-Collaboration: Theoretical Foundations and Practical Implications.
	Arbeitsberichte des Learning Center der Universität St. Gallen,
	2003,
	1/2003."
"1647194564-1979","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1992","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Die praktische Umsetzung von Blended-Learning-Angeboten in der betrieblichen Aus- und Weiterbildung.
	Forum ""Blended Learning"" der Frey Akademie.
	Winterthur,
	3 April 2004."
"1647194564-1984","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Einführung.
	Knowledge Worker Productivity: Von Investitionen in Lernen und Wissen zu messbaren Geschäftsresultaten, Seminar Learning Center.
	Wallisellen,
	18 November 2004."
"1647194564-1734","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1818","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1535","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Peter, Lukas; Back, Andrea & Werro, Tina
 	(2019)
	Practical Implications On How Established Companies Innovate With Startups: Tools and Guidelines for Innovation Managers.
	
	
	
	
	ISSN 2577-4972"
"1647194564-2025","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Interview zu E-Learning im Unternehmen im Learntec-Studio.
	Learntec vom 06.02. bis 08.02.02.
	Karlsruhe,
	6 Februar 2002."
"1647194564-1970","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Unterwegs auf der Formel1-Rennstrecke der E-Learning-Innovationen.
	Zukunft E-Learning: E-Learning-Strategie und didaktische Implikationen.
	Universität Innsbruck,
	4 Dezember 2006."
"1647194564-1869","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Seufert, Andreas:
	State of the Art des Management Supports Teil 1: Klassische Management Support Ansätze.
	,
	1997,"
"1647194564-1703","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1771","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Leithner, Barbara:
	Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.
    	In  
    	Breitner, Michael H. & Hoppe, Gabriela (Hrsg.): 
    	E-Learning : Einsatzkonzepte und Geschäftsmodelle. 
	Heidelberg :
	Physica-Verlag,
	2005,
	S. 81-99."
"1647194564-1871","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Bauknecht, K.; Morger, O. & Tjoa, A.:
	Computer Supported Cooperative Work im Fokus des Bankensektors.
	,
	1997,"
"1647194564-1959","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1714","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Chief-Learning-Officer-Projektagenda 200x.
	2002.
	- 32. Jahrestagung der Gesellschaft für Informatik e.V. (GI).
	- Dortmund."
"1647194564-1573","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Walter, Thomas
 	(2010)
	University Apps.
	Switchjournal,
	
	(Oktober).
	43-44.
	ISSN 1422-5662"
"1647194564-1971","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Trends im E-Learning - Chancen, die es zu nutzen gilt.
	akte 06 - Know-how Transfer und angewandtes e-Learning im Gesundheitswesen.
	Bern,
	20 Oktober 2006."
"1647194564-1651","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario & Back, Andrea:
	Deterrent Effects of Warnings on User’s Behavior in Preventing Malicious
Software Use.
	2017.
	- 50th Hawaii International Conference on Sciences (HICSS).
	- Waikoloa, Hawaii."
"1647194564-1660","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Berghaus, Sabine & Back, Andrea:
	Requirements Elicitation and Utilization Scenarios for In-Car Use of Wearable Devices.
	2015.
	- 48th Hawaiin International Conference on System Sciences (HICSS).
	- Kauai, Hawaii."
"1647194564-2046","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Knowledge Management und Knowledge Portale: Konzepte und Trends.
	AGI IT Services AG, ERFA Workshop.
	Zürich,
	11 April 2000."
"1647194564-1914","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1621","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(1997)
	Der Cyberspace des 21. Jahrhunderts - Unsere virtuelle neue Welt?
	Forum FN: Themen der Zeit,
	
	(54).
	13."
"1647194564-1896","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1778","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Entscheidungsunterstützungssysteme.
    	In  
    	Küpper, Hans-Ulrich & Wagenhofer, Alfred (Hrsg.): 
    	Handwörterbuch Unternehmensrechnung und Controlling. 
	Stuttgart :
	Schäffer-Poeschel,
	2002,
	S. 370-374."
"1647194564-1613","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(1998)
	Editoral.
	Informatik/Informatique,
	Vol. 5
	(6).
	2."
"1647194564-1837","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Bursian, Olaf; Bendel, Oliver; Isler, A.; Martin, Gunnar; Leithner, Barbara; Keller, Miriam & Back, Andrea:
	Lernen mit elektronischen Medien: Projekt E-Learning der UBS AG, Zürich.
	Reihe Arbeitsberichte des Learning Center der Universität St. Gallen,
	2001,
	1/2001."
"1647194564-1990","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1610","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1669","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1718","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Bieger, Thomas; Achleitner, Paul; Landolf, Urs; Serratore, Luca; Breitenstein, Yannik; Dilger, Bernadette; Angélil, Marc; Fujimoto, Sou; Böhm, Andreas; Meckel, Miriam; Borth, Damian; Gasser, Urs; Lohmann, Melinda Florina; Bruch, Heike; Berenbold, Sandra; Gassmann, Oliver; Josef, Barbara; Back, Andrea; Uebernickel, Falk; Kohler, Marc; Hehn, Jennifer; Leimeister, Jan Marco; Söllner, Matthias; Brenner, Walter; Gutzwiller, Thomas; Frank, Markus; Schürer, Wolfgang & Kissinger, Henry
    	Böhm, Andreas (Hrsg.) 
    	: 
	Open Grid - Open Mind.
	1. Auflage.
	St. Gallen :
	
	2018,"
"1647194564-2033","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Wissensmanagement in KMU.
	Blockwoche Informationsmanagement Intensivstudium KMU.
	St. Gallen,
	14 September 2001."
"1647194564-1614","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Seufert, Andreas
 	(1998)
	Kanzleiinformationssystem: Groupware-basiertes Wissensmanagement in Wirtschaftsprüfungs- und Steuerberatungskanzleien.
	Datenverarbeitung-Steuer-Wirtschaft-Recht,
	Vol. 28
	(3).
	72-76."
"1647194564-1603","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Raimann, Joerg & Back, Andrea
 	(2000)
	Software-Tools und Architekturmodell für das Wissensmanagement.
	ControllerNews: Die Zeitschrift für Controlling und Unternehmensführung,
	
	(Nr. 3).
	69-72."
"1647194564-1969","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen.
	Zukunft E-Learning - E-Learning-Strategie und didaktische Implikationen.
	Innsbruck,
	4 Dezember 2006."
"1647194564-1546","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario & Back, Andrea
 	(2016)
	Factors driving unified communications and collaboration adoption and use in organizations.
	Measuring Business Excellence,
	20
	(1).
	21-40.
	ISSN 1368-3047"
"1647194564-1624","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Schubert, P.
 	(1996)
	Groupwarebasierter Help-Desk für Informatikprobleme: eine Applikation unter Lotus Notes an der Universität St. Gallen.
	HMD: Praxis der Wirtschaftsinformatik,
	Vol. 33
	(189).
	54-63."
"1647194564-1968","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	eCollaboration Goes Web 2.0 - Von den Basistechnologien zu den Trends effektiver verteilter Zusammenarbeit.
	TelekomForum - KompetenzTag Collaboration.
	Köln,
	1 Februar 2007."
"1647194564-1964","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung.
	Akte 07 Symposium Know-how Transfer und angwandtes E-Learning im öffentlichen Dienst.
	Winterthur,
	10 Mai 2007."
"1647194564-1770","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren.
    	In  
    	Ehlers, Ulf-Daniel & Schenkel, Peter (Hrsg.): 
    	Bildungscontrolling im E-Learning : Erfolgreiche Strategien und Erfahrungen jenseits des ROI. 
	Berlin :
	Springer,
	2005,
	S. 131-140."
"1647194564-1615","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Seufert, Andreas & von Krogh, G.
 	(1998)
	Measuring.
	Thexis-Sonderheft Management Szenarien 2005,
	Vol. 15
	(2).
	154-155."
"1647194564-2010","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet.
	e-Education.
	Luzern,
	1 Mai 2003."
"1647194564-1763","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Heidecke, Florian; Mayrhofer, David; Schiesser, Andreas & Back, Andrea:
	Organisation des Aussendiensttrainings in der Pharma-Branche: Entwicklung eines Referenzmodells mittels Fallstudienforschung.
    	In  
    	Breitner, Michael H.; Bruns, Beate & Lehner, Franz (Hrsg.): 
    	Neue Trends im E-Learning : Aspekte der Betriebswirtschaftslehre und Informatik. 
	Heidelberg :
	Physica,
	2007,
	S. 181-196."
"1647194564-1980","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Lernen am Puls der Zeit gestalten.
	e-Learning Castle-Forum.
	Oensingen,
	1 November 2005."
"1647194564-1602","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(2001)
	Plato-Cookbook: Wie gestalte ich meinen Unterricht im Internet-Klassenzimmer?
	Forum,
	Vol. 21
	(Nr. 1).
	40-41."
"1647194564-1806","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Hain, Stefanie & Back, Andrea:
	State-of-the-Art on Maturity Models for Collaboration.
	Arbeitsberichte Business 2.0,
	2009,
	01/2009."
"1647194564-1695","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1942","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Talwar, Manish & Back, Andrea:
	Differences in ERP Implementations in India & Western Europe.
	AMCIS.
	San Francisco,
	9 August 2009."
"1647194564-1736","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1821","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Bendel, Oliver & Back, Andrea:
	Informationsversorgung des Staates in der Informationsgesellschaft.
	Arbeitsberichte des Learning Center der Universität St. Gallen,
	2003,
	3/2003."
"1647194564-2013","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1556","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario & Back, Andrea
 	(2014)
	Shadow IT - A view from behind the curtain.
	Computers & Security,
	45
	
	274-283.
	ISSN 0167-4048"
"1647194564-2050","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Knowledge Networking: Von der Vision zum Business Case.
	Symposium ""Wenn Ihre Firma wüsste, was Ihre Firma weiss: Knowledge Management / Business Intelligence"".
	Pfäffikon,
	1 Januar 2000."
"1647194564-1999","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1666","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario; Back, Andrea & Ruf, Christian:
	Mobile Contactless Payments Adoption Challenge in the Complex Network Actor Ecosystem.
	2014.
	- The 27th Bled eConference ""eEcosystems"".
	- Bled, Slovenia."
"1647194564-1829","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Keller, Miriam; Leithner, Barbara; Schnoering, Katharina; Bursian, Olaf; Bendel, Oliver & Back, Andrea:
	Creating a Competency Model for Swissair and Sabena.
	,
	2002,
	BE HSG / IWI3 Nr. 24 (Internal Paper)."
"1647194564-1903","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1677","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Friedel, Dominik & Back, Andrea:
	Das St. Galler Enterprise 2.0 Methodenset - Ein Ansatz zum organisatorischen Wandel.
	2012.
	- 14. KnowTech 2012.
	- Stuttgart."
"1647194564-1816","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1672","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Sammer, Thomas; Vögeli, Sandro & Back, Andrea:
	Success and Failure: Two Longitudinal Case Studies on Media-Tablet Usage in CRM.
	2013.
	- 12th International Conference on Mobile Business (ICMB).
	- Berlin."
"1647194564-1870","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Seufert, Andreas:
	State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze.
	,
	1997,"
"1647194564-1827","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Bendel, Oliver; Schnoering, Katharina & Back, Andrea:
	Potenziale pädagogischer Agenten.
	Reihe Arbeitsberichte des Learning Center der Universität St. Gallen,
	2002,
	1/2002."
"1647194564-1888","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Habilitation: ""Beiträge der Daten-, Informations- und Wissensverarbeitung zur Weiterentwicklung des Internen Rechnungswesens und Controllings"".
	UniSG,
	Thesis,
	1993."
"1647194564-1898","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-2041","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	e-Learning-Projekte: Neue Möglichkeiten durch vernetztes Lernen. Konzepte - Geschäftsmodelle - Erfahrungen.
	Leitung und Einführung Weiterbildungsseminar HSG.
	Zürich,
	28 September 2000."
"1647194564-1694","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Sammer, Thomas; Lin, Dada; Back, Andrea & Schoenefeld, Frank:
	Erfolgsmessung zum Einsatz von Social Software im Softwareentwicklungsprozess am Beispiel der T-Systems Multimedia Solutions GmbH.
	2011.
	- 6. Konferenz Professionelles Wissensmanagement.
	- Innsbruck."
"1647194564-1872","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Berghaus, Sabine & Back, Andrea:
	Rollen, Prozesse und Führung in der Digitalen Transformation: Ratgeber und Fallstudien zur Strategiearbeit für das digitale Zeitalter (Teil 2).
	
	T-Systems Multimedia Solutions GmbH,
	2016."
"1647194564-1722","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.) 
    	: 
	Web 2.0 in der Unternehmenspraxis: Grundlagen, Fallstudien und Trends zum Einsatz von Social Software.
	
	München :
	Oldenbourg,
	2008,
	
	- ISBN 3-486-58579-7."
"1647194564-1656","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Ruf, Christian & Back, Andrea:
	How Can We Design Products, Services, and Software That Reflect the Needs of Our Stakeholders? : Towards a Canvas for Successful Requirements Engineering.
	2015.
	- 10th International Conference, DESRIST 2015.
	- Dublin, Clontarf."
"1647194564-2057","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Einführung und Leitung 1. Block 2. Woche: ""Applikationen"", Groupware und Knowledge Management.
	Executive Study Program Master of Business Engineering, Universität St. Gallen.
	St. Gallen,
	5 Januar 1999."
"1647194564-2031","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1543","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario & Back, Andrea
 	(2016)
	The dark side of social networking sites : Understanding phishing risks.
	Computers in Human Behavior,
	60
	
	35-43.
	ISSN 0747-5632"
"1647194564-2035","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1861","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1973","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Impulsvortrag ""Persönliche Wissensarbeit"".
	SKMF-Herbstevent 2006.
	Merlischachen,
	14 September 2006."
"1647194564-1904","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Towards a Framework for Business Model Design of Scientific Journals with Web 2.0 Principles.
	MCIS.
	Limassol, Cyprus,
	4 September 2011."
"1647194564-1922","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0.
	12. KnowTech 2010.
	Bad Homburg,
	15 September 2010."
"1647194564-1702","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Walter, Thomas & Back, Andrea:
	Web-Analyse-Dienste als Instrument des Blog-Monitoring.
	2010.
	- Multikonferenz Wirtschaftsinformatik (MKWI) 2010.
	- Göttingen."
"1647194564-1551","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Link, Björn & Back, Andrea
 	(2015)
	Classifying systemic differences between Software as a Service- and On-Premise-Enterprise Resource Planning.
	Journal of Enterprise Information Management,
	28
	(6).
	808-837.
	ISSN 1741-0398"
"1647194564-1995","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?
	LoD Meeting.
	Zürich,
	16 Februar 2004."
"1647194564-1853","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1588","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Leithner, Barbara
 	(2006)
	Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.
	Zeitschrift für Betriebswirtschaft,
	
	(2).
	1-18."
"1647194564-1819","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mayrhofer, David; Back, Andrea & Hubschmid, Roger:
	Web-Conferencing Software Tools: Evaluierung der Marktführer.
	Mayrhofer, David; Back, Andrea; Hubschmid, Roger,
	2004,
	1/2004."
"1647194564-1737","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Enterprise 2.0 - Digitale Transformation durch soziale Technologien.
    	In  
    	Hoffmann, Christian Pieter; Lennerts, Silke; Schmitz, Christian; Stölzle, Wolfgang & Uebernickel, Falk (Hrsg.): 
    	Business Innovation: Das St. Galler Modell. 
	Wiesbaden :
	Springer Fachmedien Wiesbaden,
	2016,
	S. 123-138."
"1647194564-1743","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1635","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(1994)
	Prozesskostenrechnung.
	Bilanzbuchhalter,
	Vol. 18
	(6).
	121-123."
"1647194564-1841","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enkel, Ellen; Gibbert, Michael; Makarevitch, Alexei & Vassiliadis, Stefanos:
	Perspective for our partners: Boundaries of the firm.
	KnowledgeSource paper series,
	2001,
	Vol. 2. BE HSG/IWI 3 IfB No 30."
"1647194564-1880","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Grüttner, Arne & Back, Andrea:
	Digital-Entrepreneurship-Werkstatt:
Ein Start-up Baukasten für das Klassenzimmer.
    In: bildung+ schule digital
    05/2020    
    (2020),
    
    S. 24-28."
"1647194564-1945","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Enterprise Work 2.0: So arbeiten Profis im Netz ... und ich? Persönliche Standortbestimmung.
	Last Monday - Donna Informatica.
	Zürich,
	29 Juni 2009."
"1647194564-1712","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enkel, Ellen; Back, Andrea & Vonkrogh, Georg:
	Towards a Framework for Knowledge Networks for Growth - Results of an Action Research Study.
	2003.
	- Academy of Management Annual Meeting (AOM) 2003.
	- Seattle, USA."
"1647194564-2049","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Aufbau einer massgeschneiderten IT-Architektur für das Wissensmanagement.
	2. Österreichischer Wissensmanagement-Kongress.
	Wien,
	1 März 2000."
"1647194564-1845","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enkel, Ellen; Raimann, Joerg; Seufert, Andreas; Vassiliadis, Stefanos; Wicki, Yvonne; Back, Andrea & von Krogh, G.:
	MERLIN - Materializing, Experiencing, Refining and Learning in Knowledge Networks.
	,
	2000,"
"1647194564-1810","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Ich habe fertig - aus der Sicht der Mertens-Zauberlehrlinge (Laudatio, gehalten an der WISO in Nürnberg am 10. Januar 2006, Emeritierung Prof. Dr. Peter Mertens).
	,
	2006,"
"1647194564-1583","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Hain, Stefanie & Back, Andrea
 	(2008)
	Personal Learning Journal - Course Design for Using Weblogs in Higher Education.
	Electronic Journal of e-Learning - EJEL,
	6
	(3).
	189-196.
	ISSN 1479-4403"
"1647194564-1721","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.) 
    	: 
	Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software (2., aktualisierte Auflage).
	
	München :
	Oldenbourg,
	2009,
	
	- ISBN 978-3-486-59121-7."
"1647194564-1644","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Guggisberg, Vanessa & Back, Andrea:
	Exploring Innovation Practices for B2E Initiatives in the Digital Age.
	2018.
	- Multikonferenz Wirtschaftsinformatik 2018.
	- Lüneburg."
"1647194564-1684","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Friedel, Dominik; Back, Andrea & Wieland, Ralf:
	Wie weit und bereit sind Unternehmen mit Enterprise 2.0 - Ergebnisse einer Reifegradstudie im deutschsprachigen Raum.
	2011.
	- 13. KnowTech 2011.
	- Bad Homburg."
"1647194564-1711","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mayrhofer, David & Back, Andrea:
	Classification of IS Functionalities for Workplace E-Collaboration.
	2004.
	- 14th Information Resource Management Association International Conference (IRMA).
	- Philadelphia, PA."
"1647194564-1860","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Vassiliadis, Stefanos; Gysin, Karl; Seufert, Andreas; Back, Andrea & von Krogh, G.:
	Dealing with Knowledge Assets.
	,
	1999,"
"1647194564-1919","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Arbeitsplatz der Zukunft, Innovationsvortrag.
	Bereichstag Regionalvertrieb der Datev e.G..
	Nürnberg,
	28 Oktober 2010."
"1647194564-1706","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Hain, Stefanie & Back, Andrea:
	Learning Journal - Weblogs in Academic Courses.
	2008.
	- 3rd International Conference on e-Learning.
	- Cape Town."
"1647194564-1918","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1894","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1947","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1884","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1930","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-2002","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Der rechte Umgang mit Stakeholdern.
	SCIL Congress.
	St. Gallen,
	8 Oktober 2003."
"1647194564-1996","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Lerneffektivität im Licht der Geschäftsziele: HR-Balanced Scorecard.
	Learntec 2004.
	Karlsruhe,
	11 Februar 2004."
